epoch,avg_loss,gradient,gradient_2nd,abs_gradient
1,0.481638,-0.01230500000000001,-0.002304499999999987,0.01230500000000001
2,0.469333,-0.014609499999999997,-0.0053964999999999985,0.014609499999999997
3,0.452419,-0.023098000000000007,-0.009392000000000011,0.023098000000000007
4,0.423137,-0.03339350000000002,-0.006835749999999988,0.03339350000000002
5,0.385632,-0.03676949999999998,-0.0016519999999999868,0.03676949999999998
6,0.349598,-0.036697499999999994,-0.0018330000000000152,0.036697499999999994
7,0.312237,-0.04043550000000001,-0.0025387499999999993,0.04043550000000001
8,0.268727,-0.04177499999999999,0.0026452500000000087,0.04177499999999999
9,0.228687,-0.035144999999999996,0.008372999999999998,0.035144999999999996
10,0.198437,-0.025028999999999996,0.008800999999999996,0.025028999999999996
11,0.178629,-0.017543000000000003,0.005947249999999994,0.017543000000000003
12,0.163351,-0.013134500000000007,0.005066750000000002,0.013134500000000007
13,0.15236,-0.007409499999999999,0.004191500000000008,0.007409499999999999
14,0.148532,-0.004751499999999992,0.0002715000000000009,0.004751499999999992
15,0.142857,-0.006866499999999998,0.0004849999999999924,0.006866499999999998
16,0.134799,-0.003781500000000007,0.001357999999999998,0.003781500000000007
17,0.135294,-0.004150500000000001,-0.0010214999999999946,0.004150500000000001
18,0.126498,-0.005824499999999996,0.0011064999999999998,0.005824499999999996
19,0.123645,-0.0019375000000000017,0.000814749999999996,0.0019375000000000017
20,0.122623,-0.004195000000000004,-0.0015467499999999995,0.004195000000000004
21,0.115255,-0.005031000000000001,0.0003872500000000022,0.005031000000000001
22,0.112561,-0.0034205,-0.000194749999999997,0.0034205
23,0.108414,-0.005420499999999995,-0.00016449999999999798,0.005420499999999995
24,0.10172,-0.003749499999999996,0.0031914999999999964,0.003749499999999996
25,0.100915,0.0009624999999999981,0.0012957499999999983,0.0009624999999999981
26,0.103645,-0.0011579999999999993,-0.002340749999999999,0.0011579999999999993
27,0.098599,-0.003719,-0.001297000000000003,0.003719
28,0.096207,-0.0037520000000000053,-0.0015560000000000018,0.0037520000000000053
29,0.091095,-0.006831000000000004,-0.00023324999999999735,0.006831000000000004
30,0.082545,-0.0042185,0.002995750000000002,0.0042185
31,0.082658,-0.0008395,0.0012067499999999995,0.0008395
32,0.080866,-0.001805000000000001,-0.0013972499999999992,0.001805000000000001
33,0.079048,-0.0036339999999999983,-0.0011822499999999993,0.0036339999999999983
34,0.073598,-0.0041695,0.0027860000000000003,0.0041695
35,0.070709,0.0019380000000000022,0.0008417500000000022,0.0019380000000000022
36,0.077474,-0.002485999999999995,-0.003027250000000002,0.002485999999999995
37,0.065737,-0.004116500000000002,0.0005139999999999971,0.004116500000000002
38,0.069241,-0.001458000000000001,0.0008082500000000034,0.001458000000000001
39,0.062821,-0.0024999999999999953,0.0012032499999999995,0.0024999999999999953
40,0.064241,0.000948499999999998,-0.0009995000000000039,0.000948499999999998
41,0.064718,-0.004499000000000003,-0.0031692499999999985,0.004499000000000003
42,0.055243,-0.005389999999999999,0.0015837500000000018,0.005389999999999999
43,0.053938,-0.0013314999999999994,0.004744749999999999,0.0013314999999999994
44,0.05258,0.004099499999999999,0.0014865,0.004099499999999999
45,0.062137,0.0016415000000000006,-0.004261999999999998,0.0016415000000000006
46,0.055863,-0.004424499999999998,-0.0014380000000000018,0.004424499999999998
47,0.053288,-0.001234500000000003,0.0019529999999999981,0.001234500000000003
48,0.053394,-0.0005185000000000016,0.001117250000000002,0.0005185000000000016
49,0.052251,0.0010000000000000009,-0.002031749999999999,0.0010000000000000009
50,0.055394,-0.004581999999999999,-0.0023245,0.004581999999999999
51,0.043087,-0.0036489999999999995,0.00313425,0.0036489999999999995
52,0.048096,0.0016865000000000005,0.005844749999999999,0.0016865000000000005
53,0.04646,0.008040499999999999,0.00037799999999999986,0.008040499999999999
54,0.064177,0.0024425000000000002,-0.00764225,0.0024425000000000002
55,0.051345,-0.0072440000000000004,-0.0026745,0.0072440000000000004
56,0.049689,-0.0029064999999999994,0.004455750000000001,0.0029064999999999994
57,0.045532,0.0016675000000000023,0.0014759999999999981,0.0016675000000000023
58,0.053024,4.549999999999693e-05,-0.0036822500000000015,4.549999999999693e-05
59,0.045623,-0.005697000000000001,-0.00048099999999999705,0.005697000000000001
60,0.04163,-0.0009164999999999972,0.0022692500000000004,0.0009164999999999972
61,0.04379,-0.0011584999999999998,0.0012794999999999977,0.0011584999999999998
62,0.039313,0.0016424999999999981,0.0019279999999999992,0.0016424999999999981
63,0.047075,0.0026974999999999985,-1.3499999999999623e-05,0.0026974999999999985
64,0.044708,0.0016154999999999989,-0.001154249999999999,0.0016154999999999989
65,0.050306,0.00038900000000000046,-0.005512249999999998,0.00038900000000000046
66,0.045486,-0.009408999999999997,-0.0027392500000000004,0.009408999999999997
67,0.031488,-0.0050895,0.0068489999999999975,0.0050895
68,0.035307,0.004288999999999998,0.0043435,0.004288999999999998
69,0.040066,0.0035975,-0.0009264999999999985,0.0035975
70,0.042502,0.0024360000000000007,-0.0011614999999999993,0.0024360000000000007
